id;password;last_login;is_superuser;username;first_name;last_name;email;is_staff;is_active;date_joined;account_type
60;pbkdf2_sha256$390000$hBzsP4y6DdlTAWBAw2xciH$Kkpv7Wrma7jsm/siB67648Cx2pKTl7UqG2fFFFrm6v4=;2023-04-22 09:50:55.127243;1;admin;;;;1;1;2023-04-21 17:53:24.804442;
61;pbkdf2_sha256$390000$pmw3eTM08Py7JTu8nKVs3p$7GxURMIiOkToIEd0SMKGKkuy9SSlL9yDFNDG0Mzc/gI=;2023-04-21 21:59:16.818532;0;jose@gmail.com;;;jose@gmail.com;0;1;2023-04-21 21:58:53.418522;Usuário Normal
62;pbkdf2_sha256$390000$O9WJ8lFeSjM6LnLSb9u0ah$Fo3TnZzn+8v/b4uZ4kxk3iIcdJFGyurEHc05fXrEgeg=;2023-04-22 09:58:31.124041;0;marcos@yahoo.com;;;marcos@yahoo.com;0;1;2023-04-22 09:36:33.612359;Usuário Normal
63;pbkdf2_sha256$390000$V4z0AHardd3O2a8WRZM8KU$5/QkfJpRBKFBbcARPsM+EeUXEFLhZXMOUL99j+mWFEQ=;;0;ajifsd@.com;;;ajifsd@.com;0;1;2023-04-22 15:55:47.528869;Usuário Normal
64;pbkdf2_sha256$390000$R8uIjW90WNECwfPO8rZROl$qh52J5zIL7f4sdojIbnkwjZ/IC7VwYHskLnKvOaEvwY=;2023-04-22 16:14:27.756874;0;leonel@gmail.com;;;leonel@gmail.com;0;1;2023-04-22 16:13:22.019347;Usuário Normal
65;pbkdf2_sha256$390000$nNeyQCAlwWH94TAvbhg7mc$K3nGUg95hwNbZIeE1/gRzcG2k33M8tV28/C7Vmvusv4=;2023-04-22 19:26:58.548641;0;suleman@gmail.com;;;suleman@gmail.com;0;1;2023-04-22 18:24:55.816528;Usuário Normal
66;pbkdf2_sha256$390000$I66BTgjybY630369QuY7Hi$48yoMeou2iogWeGS/0iht4030QUNFXVgGMZDBIrykYI=;;0;lucas@yahoo.com;;;lucas@yahoo.com;0;1;2023-04-22 18:28:15.328854;Negócio Individual
67;pbkdf2_sha256$390000$HIYt3z22j7JOdd1Cnmab0Z$hcgK2oM1VSGEkvG0tDWImlSBNHVz0xuspqXml1w5P2Q=;;0;cris@gmail.com;;;cris@gmail.com;0;1;2023-04-22 19:27:51.911625;Empresarial
69;pbkdf2_sha256$390000$v5YDLGMbOny4tA1UrDIlmd$j6sWDkLIas4HinpIBy4ISRgyulKVOO5rOkrxAIVBs7A=;;0;faidjfoadisjf@gmail.com;;;faidjfoadisjf@gmail.com;0;1;2023-04-22 23:08:59.014151;Empresarial
70;pbkdf2_sha256$390000$I3kL4AVWHreb1EFXeuQitJ$T3HFkKkXkxDCv2P3/0COdLqBcpHEr/R87ZE6pxLgOUc=;;0;aaaaaa@gmail.com;;;aaaaaa@gmail.com;0;1;2023-04-22 23:10:02.091209;Negócio Individual
71;pbkdf2_sha256$390000$u7BIwev349N6X7ZZaxL0Q1$CBcOPHjRNEvu3zC+c94AWZn+UZA60aUEYv69TWjTx1Y=;;0;adfads@gmail.com;;;adfads@gmail.com;0;1;2023-04-22 23:10:40.682317;Negócio Individual
72;pbkdf2_sha256$390000$ZYXELCLKZhLhrXIVpqKuAf$I9J8JKk0PeV+cvZrIqFMtqDuSvhrzqsI60pDtd9/LCs=;;0;aaaaaaaaaaa@gmail.com;;;aaaaaaaaaaa@gmail.com;0;1;2023-04-22 23:11:06.435626;Negócio Individual
73;pbkdf2_sha256$390000$Uc8fiXCMwj0h1VJaCqBWLB$5OmWI8rU1LVD4cl2tse0KeKJiBBjeLshDWJxxMlaKkg=;;0;cody@gmail.com;;;cody@gmail.com;0;1;2023-04-22 23:14:15.555126;Negócio Individual
74;pbkdf2_sha256$390000$ubcFXVUHNVQEm48PlWL5HY$lFaqhsxcQJPHlhZQPgJPwpSpFIW87IphMN/E/s6uF2E=;;0;jacksonfordes@gmail.com;;;jacksonfordes@gmail.com;0;1;2023-04-22 23:16:01.375586;Usuário Normal
75;pbkdf2_sha256$390000$EF9fT4JRe9zAitet4JXuY5$D0TXe5vgW5tI1lqK1lEISV5WqCMcWHL6+ohYSd+Nr08=;;0;tomkeen@yahoo.com;;;tomkeen@yahoo.com;0;1;2023-04-22 23:17:46.994014;Negócio Individual
76;pbkdf2_sha256$390000$kHLSKf5ZDIz42rWhju5RN3$+nHLv3MGAlVBKKW5ly8sDqoIIeraP0rXnOrsavK13XU=;;0;tayson@gmail.com;;;tayson@gmail.com;0;1;2023-04-22 23:31:51.305846;Empresarial
77;pbkdf2_sha256$390000$K2SUtlkf1bKRnhL2l2BIYb$t2k8/2iwyPg5eYwwpx3yK8DyVqcCJVbkm7tUrdarGA4=;;0;codyffffff@gmail.com;;;codyffffff@gmail.com;0;1;2023-04-22 23:32:41.505411;Negócio Individual
78;pbkdf2_sha256$390000$oy5Sm1oyfR0yvM8htXTit1$4byssAOF2pftuKXmxy1XX3h5PGUZD8q0FOOyPTSb+BA=;;0;ddddddd@gmail.com;;;ddddddd@gmail.com;0;1;2023-04-22 23:34:48.061697;Negócio Individual
79;pbkdf2_sha256$390000$u5NhOVaqEpsMKu0HfSp7p2$X+ggJIx3MXmQjsvWlpU2pvAxCTHRltbTztkpdUgwMQc=;;0;aaaaaaaaa@gmail.com;;;aaaaaaaaa@gmail.com;0;1;2023-04-22 23:36:11.227164;Negócio Individual
80;pbkdf2_sha256$390000$NjFtoAccL2oSpnZuO5PrDN$Hl5eh5zReNgVURB8WJYJN41Wpu8DnHz7jg6YqZgVCwk=;;0;aaaaaaaaaaaa@gmail.com;;;aaaaaaaaaaaa@gmail.com;0;1;2023-04-22 23:36:59.682996;Usuário Normal
81;pbkdf2_sha256$390000$oROdNO3BhHp6bKDYloUGpQ$rxCgMQNSHglzcKn6jBdKMJJDM03DYD5btJLyY3NQXec=;;0;aaaaaaaa@gmail.com;;;aaaaaaaa@gmail.com;0;1;2023-04-22 23:38:45.446813;Negócio Individual
82;pbkdf2_sha256$390000$ZtFtpSZaUZjatpkAnXRlht$ih6U/riU2ZfdBAKxfHVOOnijXwN4hUFm4dYHZi4PF9g=;;0;bbbbbbbbbbbbbb@gmail.com;;;bbbbbbbbbbbbbb@gmail.com;0;1;2023-04-22 23:40:57.471878;Negócio Individual
83;pbkdf2_sha256$390000$4LId9cHsNTTA9o7aZx8hd6$ZDq2UxqJDt8w8zHccR1nycBbYj61L4ZFxhbd+PagzuQ=;;0;cccccccccccccccc@yahoo.com;;;cccccccccccccccc@yahoo.com;0;1;2023-04-22 23:42:10.955578;Usuário Normal
84;pbkdf2_sha256$390000$NGqpZ9bIZgaabrLhjC5Wwz$ByJ/QxQpsAXEDcLIi28P7uDB4pzAUoS34KMNLrvYdVM=;;0;ddddddddddddddd@gmail.com;;;ddddddddddddddd@gmail.com;0;1;2023-04-22 23:43:40.130345;Negócio Individual
85;pbkdf2_sha256$390000$Ezbb0M6FBI6lMwrHGizypl$8r2RDOrHwVqwnAwexx3uFp0w5om8kPVcSaAPldKn0Qc=;;0;eeeeeeeeeeeeee@gmail.com;;;eeeeeeeeeeeeee@gmail.com;0;1;2023-04-22 23:45:19.241556;Empresarial
86;pbkdf2_sha256$390000$d2uEARZ83jr1BlefoPXRxQ$mpqMRQRmvGpkolrrBSeexkvNyCjGjeyKfxukd07Zocc=;;0;fffffffffffff@yahoo.com;;;fffffffffffff@yahoo.com;0;1;2023-04-22 23:46:14.969618;Usuário Normal
87;pbkdf2_sha256$390000$30qZpQUZMfHqkTXTt7blxf$MWM1hKLQx7OW/+x3KYvJ5AJQ5O/HfyxwAp0zBjTPnxQ=;;0;gggggggggg@gmail.com;;;gggggggggg@gmail.com;0;1;2023-04-22 23:46:56.534972;Negócio Individual
88;pbkdf2_sha256$390000$I5wOT3KFDh6SUJxx4k4dkc$7IG4ht5zAiRq3yP7iOMRwp8lGteWnaC5wTMpvEa6vdM=;;0;hhhhhhhhh@gmail.com;;;hhhhhhhhh@gmail.com;0;1;2023-04-22 23:47:37.794897;Negócio Individual
89;pbkdf2_sha256$390000$6cfc7PGqZJB0a1felyRLjR$dytuQ3XAxx3KMg/3p2Ts4BAKsoCMAzzPhDm3XZN7m+Y=;;0;iiiiiiiiiiiiiiiiiiiiiiiiiiii@gmail.com;;;iiiiiiiiiiiiiiiiiiiiiiiiiiii@gmail.com;0;1;2023-04-23 01:37:54.429985;Usuário Normal
90;pbkdf2_sha256$390000$S9XQ1J0foNt8D8S7exRL1i$0i8fUn6OkcTa3fRMrFINEfHgegvzMFAuzSIhNEl2PcE=;;0;jjjjjjjjjjjjjjjjjjjjj@gmail.com;;;jjjjjjjjjjjjjjjjjjjjj@gmail.com;0;1;2023-04-23 01:39:27.799426;Negócio Individual
91;pbkdf2_sha256$390000$K3jjA7lPwNXaA0s2xufPaG$jd3AMhpMLxkjH6diCwrNjeYBPfWa7VU2Srsas44nMng=;;0;kkkkk@gmail.com;;;kkkkk@gmail.com;0;1;2023-04-23 01:39:51.280265;Negócio Individual
92;pbkdf2_sha256$390000$qzN5BcoOjAvNtrF6u8idP1$rVSuUJbEReszBWSWRZw/jTynV6TeG0w2Z1/y08UmOhQ=;;0;llllllllllllllllllll@gmail.com;;;llllllllllllllllllll@gmail.com;0;1;2023-04-23 01:40:11.318604;Negócio Individual
93;pbkdf2_sha256$390000$dERVGnzOpFChwmlxdxXfka$UBaR48xUHIswpISv7B4/gJgqQ3xNUgkQ1esmntbQOrQ=;;0;mmmmmm@gmail.com;;;mmmmmm@gmail.com;0;1;2023-04-23 01:40:35.155066;Usuário Normal
94;pbkdf2_sha256$390000$yVtIeojv7Nq47pbABtqT9a$TxqxJdFj2VtJF28VrCdvTTQ+jQI6jyazNly8PBATQKA=;;0;nnnnnnnnnn@gmail.com;;;nnnnnnnnnn@gmail.com;0;1;2023-04-23 10:58:07.914413;Empresarial
95;pbkdf2_sha256$390000$YNcPGCIrcKnFjtDizuje9P$Jc8I/dWp6A6urYQr0y0v3FyQzO5GFf3uXI7BcPXXlZs=;;0;oooooo@yahoo.com;;;oooooo@yahoo.com;0;1;2023-04-23 10:58:38.565028;Negócio Individual
96;pbkdf2_sha256$390000$umpRAVConTcKfpgNd6Zu4T$zZlfcJqXwNLDEGWRpxJJSn/+YrVYtDvb7bDHBaG2dG0=;;0;ppppppppp@gmail.com;;;ppppppppp@gmail.com;0;1;2023-04-23 11:02:06.303965;Negócio Individual
97;pbkdf2_sha256$390000$yobvim9z5dhPW9Pvw83VAP$I2LMez+FtyYbbT6VLM8G5iC2tyXEB4v5OrmaRzosOrw=;;0;qqqqqqqqqqq@yahoo.com;;;qqqqqqqqqqq@yahoo.com;0;1;2023-04-23 11:03:05.442360;Usuário Normal
98;pbkdf2_sha256$390000$wCAzqNsSitTkzqclyc8sKd$lztR47d0i4sM4es9WnxXMEFwfNLP0NbbzaTsmuVI6HQ=;;0;rrrrrrrrr@gmail.com;;;rrrrrrrrr@gmail.com;0;1;2023-04-23 11:03:47.827666;Negócio Individual
99;pbkdf2_sha256$390000$5Txfa1Z1b9JXPSGPcr4GWp$pqgK1Otv7YKwY13vC0xjd7beJ4yj8X5qcwLTbY/Im7M=;;0;sssssssssss@gmail.com;;;sssssssssss@gmail.com;0;1;2023-04-23 11:05:58.561698;Negócio Individual
100;pbkdf2_sha256$390000$kX9GDatnd3TlEDV1CGDEZm$MZlLD4z+5Oq6O1R/dD2L8XqcqdbgpOCWIWXndsJ/WfM=;;0;zzzzzzzzz@yahoo.com;;;zzzzzzzzz@yahoo.com;0;1;2023-04-23 11:13:43.437665;Negócio Individual
101;pbkdf2_sha256$390000$FeUF3M9BhUtJADRJP3Ev32$yPBWgfqDn3rLSsz+ifykNjAH+c1OZHQDjRrRy5fUk08=;;0;codyssss@gmail.com;;;codyssss@gmail.com;0;1;2023-04-23 11:40:07.273022;Usuário Normal
102;pbkdf2_sha256$390000$GbA1BMvGSZsDkTX9cPNHKR$c4T/CON6cG0uwuJoRM8YwZyGnV2Z2Vrs+5bC/OYdCsw=;;0;ReimondRedRedington@gmail.com;;;ReimondRedRedington@gmail.com;0;1;2023-04-23 11:47:42.218540;Empresarial
103;pbkdf2_sha256$390000$eoTxbovzmys6jENV0rPaSh$Sglk9NbJTYBUyKLvsWBQOF287QysvUcV1o4U3XsAVwA=;2023-04-23 12:17:06.874636;0;Holand@gmail.com;;;Holand@gmail.com;0;1;2023-04-23 12:15:37.113963;Negócio Individual
104;pbkdf2_sha256$390000$mWpcDEk0bckqYVfxK0kEpC$hfb/L6OG9EU6zjopnVDi3o+k7kZ1nZMsuxC47p9/tZ0=;2023-04-25 18:31:32.906807;0;cristinaSantiago22@gmail.com;;;cristinaSantiago22@gmail.com;0;1;2023-04-23 15:01:09.184979;Empresarial
105;pbkdf2_sha256$390000$zzx1zx6fMqwdBwe6WRG2gV$zh6lcaLeop3cP/XW4wjeILhnFrq7x0E+XNqXEY4Rze8=;;0;rafael@yahoo.com;;;rafael@yahoo.com;0;1;2023-04-23 15:25:01.349186;Usuário Normal
106;pbkdf2_sha256$390000$ZGrpIBemV9yuQZlGwS7PW9$d1xhB3jRBWDrKyq23YpBUnctU01/1uycfMo1tHz7SS8=;;0;anjos@gmail.com;;;anjos@gmail.com;0;1;2023-04-23 15:26:56.375482;Usuário Normal
107;pbkdf2_sha256$390000$UMnYSbMdVmhrA4H14h11SB$i0ik0pYwh3pGs3dCJOS0dUD3Avr1uo1oCtDMDKQR5aQ=;;0;Telma@gmail.com;;;Telma@gmail.com;0;1;2023-04-23 15:28:42.556274;Empresarial
108;pbkdf2_sha256$390000$ngv3TikgqZ2iGJ9YGaKqaL$MIPO2/ppwJNNVWLknCgKelxO3tLfI8oBTCa6P2Gny1A=;;0;Manuel@gmail.com;;;Manuel@gmail.com;0;1;2023-04-23 15:30:25.313889;Usuário Normal
109;pbkdf2_sha256$390000$H0wI5duPh5YoVrda8fBue6$yAnja38NTfIn4xGyc5tSbcvB66B3k2kv7NZ8hgbxAS8=;;0;bause19@gmail.com;;;bause19@gmail.com;0;1;2023-04-23 17:48:22.565245;Usuário Normal
110;pbkdf2_sha256$390000$fn1YHKXbCfzP1v9YRhH68D$7HeCHHbnDy5/h2Ns1Fd17IaRcfwsIxOAVeEwTyzAbqs=;;0;vidal@gmail.com;;;vidal@gmail.com;0;1;2023-04-23 17:50:19.760162;Usuário Normal
111;pbkdf2_sha256$390000$Tqrr9bhZiLI2Ilxr8aGSMF$rve65SFzvZI3sjJAiqp/AV1zpkekFw8wwdl7/WrfK6s=;;0;cristiano@yahoo.com;;;cristiano@yahoo.com;0;1;2023-04-23 17:52:08.793901;Usuário Normal
112;pbkdf2_sha256$390000$tkaFXVwpQdmQpT0jcx8E0O$YTmtaFddV55fN6cB6eKzneKkpOzHQEUEujtAzbzj3to=;;0;lucaSelf@yahoo.com;;;lucaSelf@yahoo.com;0;1;2023-04-23 17:53:21.831692;Negócio Individual
113;pbkdf2_sha256$390000$mghceM0eJYQsydv6J9WPZM$1J9zMg6G80c2HE5nPTt9c5HUQ28sjroU1G/uyop43tI=;;0;Samira@gmail.com;;;Samira@gmail.com;0;1;2023-04-23 17:57:17.914010;Empresarial
114;pbkdf2_sha256$390000$lFlR0VXJBpZqWwboN3Kp2g$KubG8+7VmFBz/hV2yhh2DLstSS+z8gf2zN1HqyWInpA=;;0;stelvio@gmail.com;;;stelvio@gmail.com;0;1;2023-04-23 17:59:48.965058;Usuário Normal
115;pbkdf2_sha256$390000$4VetTf7wi2nqYWNfm6lVeL$QkStg65QWpaONv+AIHREMMe0W7Ap6vCGcUWwgnZM6Gw=;;0;carlos@yahoo.com;;;carlos@yahoo.com;0;1;2023-04-23 18:04:56.719352;Usuário Normal
116;pbkdf2_sha256$390000$kLEvXSGWh7Pdow7EMbtgQ9$W5HsJuxt6mRHCvWvi5+EEcCcDzvw3Vv+MCVD+5dLJGI=;;0;kelsonmostwanted@gmail.com;;;kelsonmostwanted@gmail.com;0;1;2023-04-23 18:09:10.063277;Usuário Normal
117;pbkdf2_sha256$390000$lPZFa6hvLlvXdpeu997crf$k017tbEbSJMXWS9liUVODD8BNoU16x/c7qCrr/1do/U=;;0;adalovelace@gmail.com;;;adalovelace@gmail.com;0;1;2023-04-23 18:11:01.733472;Negócio Individual
118;pbkdf2_sha256$390000$UOHat5K82G3ZXPa6hHbNYq$ZLKdc4bC2mGi9dtRCmlndRS6kgZc+fqnIE4YHYBt/nM=;;0;charles@gmail.com;;;charles@gmail.com;0;1;2023-04-23 18:12:17.395201;Usuário Normal
119;pbkdf2_sha256$390000$Q4vHFdRz2MyhoD6L9IhbsK$M8ik+0H8151YNczz23VcSztLykoiYkUp/1UXu/9ZNEk=;2023-04-23 22:11:24.246147;0;gabriela@gmail.com;;;gabriela@gmail.com;0;1;2023-04-23 22:10:58.218550;Usuário Normal
120;pbkdf2_sha256$390000$qI2n41h3HTZWki7g1SBpA0$ObDtpyr7wi4VnMoqCNKu1eILbhM9rIrIv5oUqxayq3Y=;2023-04-23 22:14:15.319818;0;juliana@gmail.com;;;juliana@gmail.com;0;1;2023-04-23 22:13:38.141463;Negócio Individual
121;pbkdf2_sha256$390000$cMADjL3xXs0yHMVgvP7klE$LCuOt8KvHg1UgInvaaXx0SoUZpJZM3KhrvQe5y+1RXY=;2023-04-23 22:16:32.545482;0;fernanda@yahoo.com;;;fernanda@yahoo.com;0;1;2023-04-23 22:15:44.714218;Usuário Normal
122;pbkdf2_sha256$390000$lqVOqrHCz9psWjyMr6FxhB$KoASO3Ll9m+o9vtYyRPVg6V1EioWyZyKlhyOJDTl070=;;0;luis@gmail.com;;;luis@gmail.com;0;1;2023-04-23 23:32:42.235169;Usuário Normal
123;pbkdf2_sha256$390000$5VgGmLqtozD1Yw3tw6NhPK$7iqdq7UaJkMM4z7CtTPchouDm2KtfonzGHkMoyDH5rY=;;0;raymondredreddington@gmail.com;;;raymondredreddington@gmail.com;0;1;2023-04-24 16:17:12.106545;Empresarial
124;pbkdf2_sha256$390000$THPVKvXuAVWWF6qZab67Ln$ufRNr08iQw2aCxO/EhlnZMUzJEVoAxXvpxXqU/0WUzI=;;0;nogueira@gmail.com;;;nogueira@gmail.com;0;1;2023-04-24 16:18:41.173243;Negócio Individual
125;pbkdf2_sha256$390000$9ZJNI7GzEz6rPZOvlFzmMI$uN6KkzoD4k8u7R7MNDxLmHtGbro6K1lHtfNOKpVQeYE=;2023-04-24 16:20:44.501285;0;dias@gmail.com;;;dias@gmail.com;0;1;2023-04-24 16:20:19.750886;Usuário Normal
